utterance,intent,category,tags,intent_label
I was wondering about what's the correct way to online lvm expansion steps??,lvm_extend_volume,,,
"Hi, can you help me with: any idea how i should handle: online lvm expansion steps???",lvm_extend_volume,,,
I was wondering about step-by-step for: online lvm expansion steps??,lvm_extend_volume,,,
Megan wants to know online lvm expansion steps?,lvm_extend_volume,,,
Craig wants to know can you help me with: lvextend nasıl yapılır??,lvm_extend_volume,,,
Any advice on how to i'm not sure how to: lvextend nasıl yapılır??,lvm_extend_volume,,,
I was wondering about what's the correct way to lvextend nasıl yapılır??,lvm_extend_volume,,,
I was wondering about any idea how i should handle: lvextend nasıl yapılır??,lvm_extend_volume,,,
"Hi, can you help me with: step-by-step for: lvextend nasıl yapılır???",lvm_extend_volume,,,
"Hi, can you help me with: lvextend nasıl yapılır??",lvm_extend_volume,,,
"I was wondering about can you help me with: lvm genişletmek istiyorum, nasıl olur??",lvm_extend_volume,,,
"I was wondering about i'm not sure how to: lvm genişletmek istiyorum, nasıl olur?",lvm_extend_volume,,,
"I was wondering about what's the correct way to lvm genişletmek istiyorum, nasıl olur??",lvm_extend_volume,,,
"Francis wants to know any idea how i should handle: lvm genişletmek istiyorum, nasıl olur??",lvm_extend_volume,,,
"Hi, can you help me with: step-by-step for: lvm genişletmek istiyorum, nasıl olur???",lvm_extend_volume,,,
"Hi, can you help me with: lvm genişletmek istiyorum, nasıl olur??",lvm_extend_volume,,,
Lisa wants to know can you help me with: how to set up a reverse proxy in nginx??,nginx_reverse_proxy,,,
Any advice on how to i'm not sure how to: how to set up a reverse proxy in nginx??,nginx_reverse_proxy,,,
"Hi, can you help me with: what's the correct way to how to set up a reverse proxy in nginx???",nginx_reverse_proxy,,,
Could you explain how to any idea how i should handle: how to set up a reverse proxy in nginx???,nginx_reverse_proxy,,,
Erica wants to know step-by-step for: how to set up a reverse proxy in nginx??,nginx_reverse_proxy,,,
"Hi, can you help me with: how to set up a reverse proxy in nginx??",nginx_reverse_proxy,,,
Any advice on how to can you help me with: reverse proxy config for nginx???,nginx_reverse_proxy,,,
I was wondering about i'm not sure how to: reverse proxy config for nginx?,nginx_reverse_proxy,,,
Any advice on how to what's the correct way to reverse proxy config for nginx???,nginx_reverse_proxy,,,
I was wondering about any idea how i should handle: reverse proxy config for nginx??,nginx_reverse_proxy,,,
I was wondering about step-by-step for: reverse proxy config for nginx??,nginx_reverse_proxy,,,
"Hi, can you help me with: reverse proxy config for nginx??",nginx_reverse_proxy,,,
Any advice on how to can you help me with: proxy_pass usage in nginx???,nginx_reverse_proxy,,,
Could you explain how to i'm not sure how to: proxy_pass usage in nginx??,nginx_reverse_proxy,,,
"Hi, can you help me with: what's the correct way to proxy_pass usage in nginx???",nginx_reverse_proxy,,,
Could you explain how to any idea how i should handle: proxy_pass usage in nginx???,nginx_reverse_proxy,,,
Stacey wants to know step-by-step for: proxy_pass usage in nginx??,nginx_reverse_proxy,,,
"Hi, can you help me with: proxy_pass usage in nginx??",nginx_reverse_proxy,,,
Any advice on how to can you help me with: nginx proxy cache nasıl yapılır???,nginx_reverse_proxy,,,
Could you explain how to i'm not sure how to: nginx proxy cache nasıl yapılır??,nginx_reverse_proxy,,,
Any advice on how to what's the correct way to nginx proxy cache nasıl yapılır???,nginx_reverse_proxy,,,
"Hi, can you help me with: any idea how i should handle: nginx proxy cache nasıl yapılır???",nginx_reverse_proxy,,,
Any advice on how to step-by-step for: nginx proxy cache nasıl yapılır???,nginx_reverse_proxy,,,
Any advice on how to nginx proxy cache nasıl yapılır??,nginx_reverse_proxy,,,
Any advice on how to can you help me with: nginx ile backend yönlendirme???,nginx_reverse_proxy,,,
"Hi, can you help me with: i'm not sure how to: nginx ile backend yönlendirme??",nginx_reverse_proxy,,,
John wants to know what's the correct way to nginx ile backend yönlendirme??,nginx_reverse_proxy,,,
I was wondering about any idea how i should handle: nginx ile backend yönlendirme??,nginx_reverse_proxy,,,
Any advice on how to step-by-step for: nginx ile backend yönlendirme???,nginx_reverse_proxy,,,
"Hi, can you help me with: nginx ile backend yönlendirme??",nginx_reverse_proxy,,,
Any advice on how to tell me a joke?,out_of_scope,GENERAL,GEN,
Any advice on how to what is the weather?,out_of_scope,GENERAL,GEN,
"Hi, can you help me with: how tall is mount everest?",out_of_scope,GENERAL,GEN,
Justin wants to know bugün hava nasıl,out_of_scope,GENERAL,GEN,
Any advice on how to feel bag miss.?,out_of_scope,GENERAL,GEN,
I was wondering about dark those fight feel seem car medical.,out_of_scope,GENERAL,GEN,
"Hi, can you help me with: company there question property catch human.?",out_of_scope,GENERAL,GEN,
Could you explain how to just determine church perform against media indicate personal beyond.?,out_of_scope,GENERAL,GEN,
"Hi, can you help me with: fill indicate throw.?",out_of_scope,GENERAL,GEN,
I was wondering about rock report service east wall.,out_of_scope,GENERAL,GEN,
Could you explain how to so nor model hit threat difference.?,out_of_scope,GENERAL,GEN,
I was wondering about south book especially fine.,out_of_scope,GENERAL,GEN,
Michael wants to know citizen owner.,out_of_scope,GENERAL,GEN,
Any advice on how to realize win sure beyond everything be upon together speech.?,out_of_scope,GENERAL,GEN,
Brian wants to know medical life behavior chair can interesting to pattern appear glass.,out_of_scope,GENERAL,GEN,
I was wondering about start there catch.,out_of_scope,GENERAL,GEN,
Could you explain how to often point question method citizen senior exactly certain.?,out_of_scope,GENERAL,GEN,
Virginia wants to know add walk ball rate paper wonder large talk.,out_of_scope,GENERAL,GEN,
"Hi, can you help me with: dog amount explain behavior expect front return.?",out_of_scope,GENERAL,GEN,
Could you explain how to few collection region.?,out_of_scope,GENERAL,GEN,
"Hi, can you help me with: method watch audience fight experience box level movement.?",out_of_scope,GENERAL,GEN,
Any advice on how to from soon at table would send bill.?,out_of_scope,GENERAL,GEN,
Could you explain how to three player small step message.?,out_of_scope,GENERAL,GEN,
"Hi, can you help me with: similar later prove feeling now whole.?",out_of_scope,GENERAL,GEN,
I was wondering about expert hit be traditional executive drop.,out_of_scope,GENERAL,GEN,
Justin wants to know agent white customer.,out_of_scope,GENERAL,GEN,
Maria wants to know allow present student make mean yeah maybe under.,out_of_scope,GENERAL,GEN,
Could you explain how to discussion turn hotel city member work fast.?,out_of_scope,GENERAL,GEN,
Dominic wants to know guess prove top other likely.,out_of_scope,GENERAL,GEN,
I was wondering about begin significant interest stage.,out_of_scope,GENERAL,GEN,
I was wondering about mention media coach modern course tree activity.,out_of_scope,GENERAL,GEN,
Any advice on how to attack charge state life tv.?,out_of_scope,GENERAL,GEN,
Christian wants to know food their company area kind beat building they culture leave.,out_of_scope,GENERAL,GEN,
I was wondering about production which cell one only late.,out_of_scope,GENERAL,GEN,
Could you explain how to officer city include and hand.?,out_of_scope,GENERAL,GEN,
"Hi, can you help me with: final.?",out_of_scope,GENERAL,GEN,
"Hi, can you help me with: likely write evening.?",out_of_scope,GENERAL,GEN,
I was wondering about agreement pattern despite where against science.,out_of_scope,GENERAL,GEN,
"Hi, can you help me with: subject into.?",out_of_scope,GENERAL,GEN,
Keith wants to know man peace time health song together training.,out_of_scope,GENERAL,GEN,
Kevin wants to know can you help me with: rss ve vsz farkı??,process_memory_usage,,,
Any advice on how to i'm not sure how to: rss ve vsz farkı??,process_memory_usage,,,
I was wondering about what's the correct way to rss ve vsz farkı??,process_memory_usage,,,
Any advice on how to any idea how i should handle: rss ve vsz farkı???,process_memory_usage,,,
Stephen wants to know step-by-step for: rss ve vsz farkı??,process_memory_usage,,,
Could you explain how to rss ve vsz farkı??,process_memory_usage,,,
Any advice on how to can you help me with: top komutunda memory nedir???,process_memory_usage,,,
Could you explain how to i'm not sure how to: top komutunda memory nedir??,process_memory_usage,,,
"Hi, can you help me with: what's the correct way to top komutunda memory nedir???",process_memory_usage,,,
Could you explain how to any idea how i should handle: top komutunda memory nedir???,process_memory_usage,,,
Could you explain how to step-by-step for: top komutunda memory nedir???,process_memory_usage,,,
Douglas wants to know top komutunda memory nedir?,process_memory_usage,,,
Could you explain how to can you help me with: ps ile ram kullanımı???,process_memory_usage,,,
Christina wants to know i'm not sure how to: ps ile ram kullanımı?,process_memory_usage,,,
"Hi, can you help me with: what's the correct way to ps ile ram kullanımı???",process_memory_usage,,,
Any advice on how to any idea how i should handle: ps ile ram kullanımı???,process_memory_usage,,,
Elizabeth wants to know step-by-step for: ps ile ram kullanımı??,process_memory_usage,,,
Any advice on how to ps ile ram kullanımı??,process_memory_usage,,,
Any advice on how to can you help me with: memory sızdıran işlem nasıl bulunur???,process_memory_usage,,,
"Hi, can you help me with: i'm not sure how to: memory sızdıran işlem nasıl bulunur??",process_memory_usage,,,
I was wondering about what's the correct way to memory sızdıran işlem nasıl bulunur??,process_memory_usage,,,
Any advice on how to any idea how i should handle: memory sızdıran işlem nasıl bulunur???,process_memory_usage,,,
"Hi, can you help me with: step-by-step for: memory sızdıran işlem nasıl bulunur???",process_memory_usage,,,
"Hi, can you help me with: memory sızdıran işlem nasıl bulunur??",process_memory_usage,,,
Could you explain how to can you help me with: how to check memory usage of a process???,process_memory_usage,,,
Any advice on how to i'm not sure how to: how to check memory usage of a process??,process_memory_usage,,,
Could you explain how to what's the correct way to how to check memory usage of a process???,process_memory_usage,,,
I was wondering about any idea how i should handle: how to check memory usage of a process??,process_memory_usage,,,
I was wondering about step-by-step for: how to check memory usage of a process??,process_memory_usage,,,
"Hi, can you help me with: how to check memory usage of a process??",process_memory_usage,,,
I was wondering about can you help me with: prometheus kurulumu nasıl yapılır??,prometheus_installation,,,
Any advice on how to i'm not sure how to: prometheus kurulumu nasıl yapılır??,prometheus_installation,,,
I was wondering about what's the correct way to prometheus kurulumu nasıl yapılır??,prometheus_installation,,,
Any advice on how to any idea how i should handle: prometheus kurulumu nasıl yapılır???,prometheus_installation,,,
Could you explain how to step-by-step for: prometheus kurulumu nasıl yapılır???,prometheus_installation,,,
Any advice on how to prometheus kurulumu nasıl yapılır??,prometheus_installation,,,
Could you explain how to can you help me with: prometheus hangi portu kullanır???,prometheus_installation,,,
I was wondering about i'm not sure how to: prometheus hangi portu kullanır?,prometheus_installation,,,
Amy wants to know what's the correct way to prometheus hangi portu kullanır??,prometheus_installation,,,
Any advice on how to any idea how i should handle: prometheus hangi portu kullanır???,prometheus_installation,,,
"Hi, can you help me with: step-by-step for: prometheus hangi portu kullanır???",prometheus_installation,,,
"Hi, can you help me with: prometheus hangi portu kullanır??",prometheus_installation,,,
"Hi, can you help me with: can you help me with: yaml ile prometheus nasıl deploy edilir???",prometheus_installation,,,
I was wondering about i'm not sure how to: yaml ile prometheus nasıl deploy edilir?,prometheus_installation,,,
Any advice on how to what's the correct way to yaml ile prometheus nasıl deploy edilir???,prometheus_installation,,,
Any advice on how to any idea how i should handle: yaml ile prometheus nasıl deploy edilir???,prometheus_installation,,,
"Hi, can you help me with: step-by-step for: yaml ile prometheus nasıl deploy edilir???",prometheus_installation,,,
Could you explain how to yaml ile prometheus nasıl deploy edilir??,prometheus_installation,,,
Stephen wants to know can you help me with: prometheus config.yml örneği??,prometheus_installation,,,
Could you explain how to i'm not sure how to: prometheus config.yml örneği??,prometheus_installation,,,
Bradley wants to know what's the correct way to prometheus config.yml örneği??,prometheus_installation,,,
Could you explain how to any idea how i should handle: prometheus config.yml örneği???,prometheus_installation,,,
Could you explain how to step-by-step for: prometheus config.yml örneği???,prometheus_installation,,,
Sarah wants to know prometheus config.yml örneği?,prometheus_installation,,,
Could you explain how to can you help me with: how to install prometheus???,prometheus_installation,,,
I was wondering about i'm not sure how to: how to install prometheus?,prometheus_installation,,,
I was wondering about what's the correct way to how to install prometheus??,prometheus_installation,,,
Any advice on how to any idea how i should handle: how to install prometheus???,prometheus_installation,,,
"Hi, can you help me with: step-by-step for: how to install prometheus???",prometheus_installation,,,
I was wondering about how to install prometheus?,prometheus_installation,,,
I was wondering about can you help me with: how to install linux on a vm??,server_vm_installation,,,
Any advice on how to i'm not sure how to: how to install linux on a vm??,server_vm_installation,,,
"Hi, can you help me with: what's the correct way to how to install linux on a vm???",server_vm_installation,,,
"Hi, can you help me with: any idea how i should handle: how to install linux on a vm???",server_vm_installation,,,
Any advice on how to step-by-step for: how to install linux on a vm???,server_vm_installation,,,
Any advice on how to how to install linux on a vm??,server_vm_installation,,,
"Hi, can you help me with: can you help me with: which iso for virtual machine???",server_vm_installation,,,
"Hi, can you help me with: i'm not sure how to: which iso for virtual machine??",server_vm_installation,,,
Patricia wants to know what's the correct way to which iso for virtual machine??,server_vm_installation,,,
Could you explain how to any idea how i should handle: which iso for virtual machine???,server_vm_installation,,,
"Hi, can you help me with: step-by-step for: which iso for virtual machine???",server_vm_installation,,,
Could you explain how to which iso for virtual machine??,server_vm_installation,,,
"Hi, can you help me with: can you help me with: vm'ye ubuntu nasıl kurulur???",server_vm_installation,,,
I was wondering about i'm not sure how to: vm'ye ubuntu nasıl kurulur?,server_vm_installation,,,
Any advice on how to what's the correct way to vm'ye ubuntu nasıl kurulur???,server_vm_installation,,,
I was wondering about any idea how i should handle: vm'ye ubuntu nasıl kurulur??,server_vm_installation,,,
"Hi, can you help me with: step-by-step for: vm'ye ubuntu nasıl kurulur???",server_vm_installation,,,
Any advice on how to vm'ye ubuntu nasıl kurulur??,server_vm_installation,,,
Any advice on how to can you help me with: hyper-v ile vm kurulumu???,server_vm_installation,,,
Any advice on how to i'm not sure how to: hyper-v ile vm kurulumu??,server_vm_installation,,,
Could you explain how to what's the correct way to hyper-v ile vm kurulumu???,server_vm_installation,,,
I was wondering about any idea how i should handle: hyper-v ile vm kurulumu??,server_vm_installation,,,
Could you explain how to step-by-step for: hyper-v ile vm kurulumu???,server_vm_installation,,,
Could you explain how to hyper-v ile vm kurulumu??,server_vm_installation,,,
Could you explain how to can you help me with: vmware üzerinde centos kurulumu???,server_vm_installation,,,
I was wondering about i'm not sure how to: vmware üzerinde centos kurulumu?,server_vm_installation,,,
I was wondering about what's the correct way to vmware üzerinde centos kurulumu??,server_vm_installation,,,
I was wondering about any idea how i should handle: vmware üzerinde centos kurulumu??,server_vm_installation,,,
"Hi, can you help me with: step-by-step for: vmware üzerinde centos kurulumu???",server_vm_installation,,,
"Hi, can you help me with: vmware üzerinde centos kurulumu??",server_vm_installation,,,
Any advice on how to can you help me with: virtualbox için sistem gereksinimi???,server_vm_installation,,,
Could you explain how to i'm not sure how to: virtualbox için sistem gereksinimi??,server_vm_installation,,,
Whitney wants to know what's the correct way to virtualbox için sistem gereksinimi??,server_vm_installation,,,
"Hi, can you help me with: any idea how i should handle: virtualbox için sistem gereksinimi???",server_vm_installation,,,
Any advice on how to step-by-step for: virtualbox için sistem gereksinimi???,server_vm_installation,,,
"Hi, can you help me with: virtualbox için sistem gereksinimi??",server_vm_installation,,,
I was wondering about can you help me with: install process in kvm??,server_vm_installation,,,
I was wondering about i'm not sure how to: install process in kvm?,server_vm_installation,,,
Any advice on how to what's the correct way to install process in kvm???,server_vm_installation,,,
Laurie wants to know any idea how i should handle: install process in kvm??,server_vm_installation,,,
Any advice on how to step-by-step for: install process in kvm???,server_vm_installation,,,
Any advice on how to install process in kvm??,server_vm_installation,,,
"Hi, can you help me with: can you help me with: kurulum sonrası ilk ayarlar???",server_vm_installation,,,
"Hi, can you help me with: i'm not sure how to: kurulum sonrası ilk ayarlar??",server_vm_installation,,,
Kimberly wants to know what's the correct way to kurulum sonrası ilk ayarlar??,server_vm_installation,,,
Could you explain how to any idea how i should handle: kurulum sonrası ilk ayarlar???,server_vm_installation,,,
Could you explain how to step-by-step for: kurulum sonrası ilk ayarlar???,server_vm_installation,,,
I was wondering about kurulum sonrası ilk ayarlar?,server_vm_installation,,,
Any advice on how to can you help me with: ssh ile vm’e bağlanmak???,server_vm_installation,,,
Any advice on how to i'm not sure how to: ssh ile vm’e bağlanmak??,server_vm_installation,,,
Could you explain how to what's the correct way to ssh ile vm’e bağlanmak???,server_vm_installation,,,
Any advice on how to any idea how i should handle: ssh ile vm’e bağlanmak???,server_vm_installation,,,
I was wondering about step-by-step for: ssh ile vm’e bağlanmak??,server_vm_installation,,,
Stacy wants to know ssh ile vm’e bağlanmak?,server_vm_installation,,,
I was wondering about can you help me with: sunucu olarak vm yeterli olur mu??,server_vm_installation,,,
Any advice on how to i'm not sure how to: sunucu olarak vm yeterli olur mu??,server_vm_installation,,,
Audrey wants to know what's the correct way to sunucu olarak vm yeterli olur mu??,server_vm_installation,,,
Any advice on how to any idea how i should handle: sunucu olarak vm yeterli olur mu???,server_vm_installation,,,
I was wondering about step-by-step for: sunucu olarak vm yeterli olur mu??,server_vm_installation,,,
"Hi, can you help me with: sunucu olarak vm yeterli olur mu??",server_vm_installation,,,
I was wondering about can you help me with: sanallaştırma için bios ayarı??,server_vm_installation,,,
I was wondering about i'm not sure how to: sanallaştırma için bios ayarı?,server_vm_installation,,,
Could you explain how to what's the correct way to sanallaştırma için bios ayarı???,server_vm_installation,,,
Victor wants to know any idea how i should handle: sanallaştırma için bios ayarı??,server_vm_installation,,,
Any advice on how to step-by-step for: sanallaştırma için bios ayarı???,server_vm_installation,,,
I was wondering about sanallaştırma için bios ayarı?,server_vm_installation,,,
Jose wants to know can you help me with: uygulama kurulu vm nasıl taşınır??,server_vm_installation,,,
I was wondering about i'm not sure how to: uygulama kurulu vm nasıl taşınır?,server_vm_installation,,,
I was wondering about what's the correct way to uygulama kurulu vm nasıl taşınır??,server_vm_installation,,,
"Hi, can you help me with: any idea how i should handle: uygulama kurulu vm nasıl taşınır???",server_vm_installation,,,
Any advice on how to step-by-step for: uygulama kurulu vm nasıl taşınır???,server_vm_installation,,,
I was wondering about uygulama kurulu vm nasıl taşınır?,server_vm_installation,,,
Any advice on how to can you help me with: snapshot almak vm’de nasıl yapılır???,server_vm_installation,,,
I was wondering about i'm not sure how to: snapshot almak vm’de nasıl yapılır?,server_vm_installation,,,
"Hi, can you help me with: what's the correct way to snapshot almak vm’de nasıl yapılır???",server_vm_installation,,,
Could you explain how to any idea how i should handle: snapshot almak vm’de nasıl yapılır???,server_vm_installation,,,
I was wondering about step-by-step for: snapshot almak vm’de nasıl yapılır??,server_vm_installation,,,
Could you explain how to snapshot almak vm’de nasıl yapılır??,server_vm_installation,,,
Christopher wants to know can you help me with: vm image import/export nasıl olur??,server_vm_installation,,,
I was wondering about i'm not sure how to: vm image import/export nasıl olur?,server_vm_installation,,,
I was wondering about what's the correct way to vm image import/export nasıl olur??,server_vm_installation,,,
Any advice on how to any idea how i should handle: vm image import/export nasıl olur???,server_vm_installation,,,
I was wondering about step-by-step for: vm image import/export nasıl olur??,server_vm_installation,,,
I was wondering about vm image import/export nasıl olur?,server_vm_installation,,,
Could you explain how to can you help me with: debian vm kurulumu nasıl yapılır???,server_vm_installation,,,
Any advice on how to i'm not sure how to: debian vm kurulumu nasıl yapılır??,server_vm_installation,,,
Could you explain how to what's the correct way to debian vm kurulumu nasıl yapılır???,server_vm_installation,,,
I was wondering about any idea how i should handle: debian vm kurulumu nasıl yapılır??,server_vm_installation,,,
Any advice on how to step-by-step for: debian vm kurulumu nasıl yapılır???,server_vm_installation,,,
Dana wants to know debian vm kurulumu nasıl yapılır?,server_vm_installation,,,
Any advice on how to can you help me with: fail sonrası auto-restart olur mu???,service_restart_on_failure,,,
"Hi, can you help me with: i'm not sure how to: fail sonrası auto-restart olur mu??",service_restart_on_failure,,,
I was wondering about what's the correct way to fail sonrası auto-restart olur mu??,service_restart_on_failure,,,
Could you explain how to any idea how i should handle: fail sonrası auto-restart olur mu???,service_restart_on_failure,,,
Dominic wants to know step-by-step for: fail sonrası auto-restart olur mu??,service_restart_on_failure,,,
Kristy wants to know fail sonrası auto-restart olur mu?,service_restart_on_failure,,,
Anthony wants to know can you help me with: restart=on-failure ne demek??,service_restart_on_failure,,,
Any advice on how to i'm not sure how to: restart=on-failure ne demek??,service_restart_on_failure,,,
Miguel wants to know what's the correct way to restart=on-failure ne demek??,service_restart_on_failure,,,
I was wondering about any idea how i should handle: restart=on-failure ne demek??,service_restart_on_failure,,,
I was wondering about step-by-step for: restart=on-failure ne demek??,service_restart_on_failure,,,
Any advice on how to restart=on-failure ne demek??,service_restart_on_failure,,,
"Hi, can you help me with: can you help me with: servis ayarlarında restart nasıl yapılır???",service_restart_on_failure,,,
I was wondering about i'm not sure how to: servis ayarlarında restart nasıl yapılır?,service_restart_on_failure,,,
Any advice on how to what's the correct way to servis ayarlarında restart nasıl yapılır???,service_restart_on_failure,,,
Could you explain how to any idea how i should handle: servis ayarlarında restart nasıl yapılır???,service_restart_on_failure,,,
Any advice on how to step-by-step for: servis ayarlarında restart nasıl yapılır???,service_restart_on_failure,,,
Could you explain how to servis ayarlarında restart nasıl yapılır??,service_restart_on_failure,,,
I was wondering about can you help me with: çöken servis nasıl ayağa kalkar??,service_restart_on_failure,,,
Charles wants to know i'm not sure how to: çöken servis nasıl ayağa kalkar?,service_restart_on_failure,,,
"Hi, can you help me with: what's the correct way to çöken servis nasıl ayağa kalkar???",service_restart_on_failure,,,
"Hi, can you help me with: any idea how i should handle: çöken servis nasıl ayağa kalkar???",service_restart_on_failure,,,
I was wondering about step-by-step for: çöken servis nasıl ayağa kalkar??,service_restart_on_failure,,,
Erin wants to know çöken servis nasıl ayağa kalkar?,service_restart_on_failure,,,
I was wondering about can you help me with: systemd servis çökünce tekrar başlasın??,service_restart_on_failure,,,
Any advice on how to i'm not sure how to: systemd servis çökünce tekrar başlasın??,service_restart_on_failure,,,
I was wondering about what's the correct way to systemd servis çökünce tekrar başlasın??,service_restart_on_failure,,,
Could you explain how to any idea how i should handle: systemd servis çökünce tekrar başlasın???,service_restart_on_failure,,,
Could you explain how to step-by-step for: systemd servis çökünce tekrar başlasın???,service_restart_on_failure,,,
Tammy wants to know systemd servis çökünce tekrar başlasın?,service_restart_on_failure,,,
Ryan wants to know can you help me with: ssh ile parolasız giriş nasıl yapılır??,ssh_key_auth,,,
Any advice on how to i'm not sure how to: ssh ile parolasız giriş nasıl yapılır??,ssh_key_auth,,,
Could you explain how to what's the correct way to ssh ile parolasız giriş nasıl yapılır???,ssh_key_auth,,,
"Hi, can you help me with: any idea how i should handle: ssh ile parolasız giriş nasıl yapılır???",ssh_key_auth,,,
Could you explain how to step-by-step for: ssh ile parolasız giriş nasıl yapılır???,ssh_key_auth,,,
Could you explain how to ssh ile parolasız giriş nasıl yapılır??,ssh_key_auth,,,
Marcus wants to know can you help me with: how to set up ssh key authentication??,ssh_key_auth,,,
Jenna wants to know i'm not sure how to: how to set up ssh key authentication?,ssh_key_auth,,,
"Hi, can you help me with: what's the correct way to how to set up ssh key authentication???",ssh_key_auth,,,
I was wondering about any idea how i should handle: how to set up ssh key authentication??,ssh_key_auth,,,
Could you explain how to step-by-step for: how to set up ssh key authentication???,ssh_key_auth,,,
Any advice on how to how to set up ssh key authentication??,ssh_key_auth,,,
I was wondering about can you help me with: ssh public key nasıl eklenir??,ssh_key_auth,,,
I was wondering about i'm not sure how to: ssh public key nasıl eklenir?,ssh_key_auth,,,
"Hi, can you help me with: what's the correct way to ssh public key nasıl eklenir???",ssh_key_auth,,,
Any advice on how to any idea how i should handle: ssh public key nasıl eklenir???,ssh_key_auth,,,
Kevin wants to know step-by-step for: ssh public key nasıl eklenir??,ssh_key_auth,,,
Amanda wants to know ssh public key nasıl eklenir?,ssh_key_auth,,,
Any advice on how to can you help me with: ssh-keygen nasıl kullanılır???,ssh_key_auth,,,
I was wondering about i'm not sure how to: ssh-keygen nasıl kullanılır?,ssh_key_auth,,,
I was wondering about what's the correct way to ssh-keygen nasıl kullanılır??,ssh_key_auth,,,
Eric wants to know any idea how i should handle: ssh-keygen nasıl kullanılır??,ssh_key_auth,,,
"Hi, can you help me with: step-by-step for: ssh-keygen nasıl kullanılır???",ssh_key_auth,,,
Could you explain how to ssh-keygen nasıl kullanılır??,ssh_key_auth,,,
Any advice on how to can you help me with: authorized_keys nedir???,ssh_key_auth,,,
Could you explain how to i'm not sure how to: authorized_keys nedir??,ssh_key_auth,,,
Anne wants to know what's the correct way to authorized_keys nedir??,ssh_key_auth,,,
"Hi, can you help me with: any idea how i should handle: authorized_keys nedir???",ssh_key_auth,,,
Anthony wants to know step-by-step for: authorized_keys nedir??,ssh_key_auth,,,
Could you explain how to authorized_keys nedir??,ssh_key_auth,,,
"Hi, can you help me with: can you help me with: https sertifikası ne zaman yenilenmeli???",ssl_certificate_check,,,
Barbara wants to know i'm not sure how to: https sertifikası ne zaman yenilenmeli?,ssl_certificate_check,,,
Any advice on how to what's the correct way to https sertifikası ne zaman yenilenmeli???,ssl_certificate_check,,,
I was wondering about any idea how i should handle: https sertifikası ne zaman yenilenmeli??,ssl_certificate_check,,,
Any advice on how to step-by-step for: https sertifikası ne zaman yenilenmeli???,ssl_certificate_check,,,
Any advice on how to https sertifikası ne zaman yenilenmeli??,ssl_certificate_check,,,
Tyler wants to know can you help me with: openssl ile sertifika süresi kontrolü??,ssl_certificate_check,,,
Courtney wants to know i'm not sure how to: openssl ile sertifika süresi kontrolü?,ssl_certificate_check,,,
Any advice on how to what's the correct way to openssl ile sertifika süresi kontrolü???,ssl_certificate_check,,,
"Hi, can you help me with: any idea how i should handle: openssl ile sertifika süresi kontrolü???",ssl_certificate_check,,,
Timothy wants to know step-by-step for: openssl ile sertifika süresi kontrolü??,ssl_certificate_check,,,
Could you explain how to openssl ile sertifika süresi kontrolü??,ssl_certificate_check,,,
Could you explain how to can you help me with: how to check ssl certificate expiration???,ssl_certificate_check,,,
I was wondering about i'm not sure how to: how to check ssl certificate expiration?,ssl_certificate_check,,,
Charles wants to know what's the correct way to how to check ssl certificate expiration??,ssl_certificate_check,,,
Brian wants to know any idea how i should handle: how to check ssl certificate expiration??,ssl_certificate_check,,,
Could you explain how to step-by-step for: how to check ssl certificate expiration???,ssl_certificate_check,,,
"Hi, can you help me with: how to check ssl certificate expiration??",ssl_certificate_check,,,
I was wondering about can you help me with: ssl sertifika detayları nasıl alınır??,ssl_certificate_check,,,
I was wondering about i'm not sure how to: ssl sertifika detayları nasıl alınır?,ssl_certificate_check,,,
Could you explain how to what's the correct way to ssl sertifika detayları nasıl alınır???,ssl_certificate_check,,,
"Hi, can you help me with: any idea how i should handle: ssl sertifika detayları nasıl alınır???",ssl_certificate_check,,,
Jessica wants to know step-by-step for: ssl sertifika detayları nasıl alınır??,ssl_certificate_check,,,
Michelle wants to know ssl sertifika detayları nasıl alınır?,ssl_certificate_check,,,
Any advice on how to can you help me with: certbot ile ssl kontrolü yapılabilir mi???,ssl_certificate_check,,,
David wants to know i'm not sure how to: certbot ile ssl kontrolü yapılabilir mi?,ssl_certificate_check,,,
"Hi, can you help me with: what's the correct way to certbot ile ssl kontrolü yapılabilir mi???",ssl_certificate_check,,,
"Hi, can you help me with: any idea how i should handle: certbot ile ssl kontrolü yapılabilir mi???",ssl_certificate_check,,,
Could you explain how to step-by-step for: certbot ile ssl kontrolü yapılabilir mi???,ssl_certificate_check,,,
Could you explain how to certbot ile ssl kontrolü yapılabilir mi??,ssl_certificate_check,,,
Could you explain how to can you help me with: how do i back up files in linux???,system_backup_restore,,,
I was wondering about i'm not sure how to: how do i back up files in linux?,system_backup_restore,,,
Colin wants to know what's the correct way to how do i back up files in linux??,system_backup_restore,,,
"Hi, can you help me with: any idea how i should handle: how do i back up files in linux???",system_backup_restore,,,
Patrick wants to know step-by-step for: how do i back up files in linux??,system_backup_restore,,,
Christina wants to know how do i back up files in linux?,system_backup_restore,,,
"Hi, can you help me with: can you help me with: tar komutuyla backup almak???",system_backup_restore,,,
Michelle wants to know i'm not sure how to: tar komutuyla backup almak?,system_backup_restore,,,
Could you explain how to what's the correct way to tar komutuyla backup almak???,system_backup_restore,,,
I was wondering about any idea how i should handle: tar komutuyla backup almak??,system_backup_restore,,,
Any advice on how to step-by-step for: tar komutuyla backup almak???,system_backup_restore,,,
